Growth Rate (%),Valuation (USD),Investment_Risk,Investor_Concentration,ROI,Growth_Efficiency,Value_Creation,Startup Name,Industry,Funding Rounds,Investment Amount (USD),Number of Investors,Country,Year Founded,cluster,risk_return
69.33,2590555965.715,0.3261284905253217,0.0141794995880574,2.0662761121827127,8.20615055884166e-08,0.1333163527035961,Startup_81,Biotech,8,844854106.72,23,USA,2002,0,Low risk low return
28.16,7772600871.7803,0.4671979269274182,0.0137411154978652,1.1404204564361335,7.754706699539535e-09,0.0629535428363568,Startup_82,HealthTech,1,3631343014.13,34,USA,2010,0,Low risk low return
159.5,15527195348.044,0.2376192861368735,0.0074256026917772,3.2084126093366825,4.3230074468906515e-08,0.1315128940417713,Startup_83,EdTech,8,3689561074.31,32,Singapore,2012,0,Low risk low return
118.95,6903335389.0913,0.2717909903051916,0.0194136421646565,2.679297826896723,6.33972495673536e-08,0.2628069876354802,Startup_84,SaaS,1,1876264361.81,14,Singapore,2023,0,Low risk low return
129.03,8095858828.0673,0.302286695886498,0.0111958035513517,2.3081178020996265,5.2724046833066463e-08,0.1225228815592454,Startup_85,Biotech,5,2447270415.5,27,China,2021,0,Low risk low return
182.23,8783700785.2055,0.2740742770182691,0.0274074277018269,2.6486459469282573,7.569619766973662e-08,0.3648645946928257,Startup_86,Biotech,7,2407386442.25,10,Germany,2002,0,Low risk low return
170.46,8195466150.1807,0.5772534162752524,0.0169780416551544,0.732341415062616,3.603149744021121e-08,0.0509512180900769,Startup_87,HealthTech,2,4730860833.16,34,Canada,2000,0,Low risk low return
107.0,4800271506.7599,0.5626097653636496,0.0401864118116892,0.777430932706328,3.9619656832275466e-08,0.1269593523361663,Startup_88,AI,3,2700679626.1,14,Australia,2020,0,Low risk low return
157.79,3208096453.8044,0.3288482909667287,0.0106080093860235,2.040915910069835,1.495672366337071e-07,0.0980940616151559,Startup_89,SaaS,9,1054977036.09,31,China,2005,0,Low risk low return
104.13,10238979645.814,0.2638647387373738,0.0329830923421717,2.7898205148028734,3.854231806855495e-08,0.4737275643503592,Startup_90,E-commerce,9,2701705689.18,8,Australia,2010,0,Low risk low return
159.77,6153889306.3934,0.2405265912554223,0.0100219413023092,3.157544472652798,1.079400111577623e-07,0.1732310196938666,Startup_91,SaaS,7,1480174017.83,24,USA,2016,0,Low risk low return
74.81,5626482827.8713,0.3321002788178671,0.0069187558087055,2.0111386944918146,4.0036252242532455e-08,0.0627320561352461,Startup_92,Blockchain,7,1868556515.9,48,China,2006,0,Low risk low return
185.18,22063441300.706,0.2250675519811636,0.0118456606305875,3.4431104848187637,3.729133585123962e-08,0.233847920253619,Startup_93,HealthTech,4,4965764721.83,19,USA,2022,0,Low risk low return
31.3,14431864169.345,0.3030165410452637,0.0144293590973935,2.300149874823576,7.1574046062176875e-09,0.1571499940392179,Startup_94,EdTech,6,4373093561.43,21,Singapore,2017,0,Low risk low return
27.370000000000005,18506506243.387,0.2289309490322583,0.0109014737634408,3.368129360522117,6.460198322966102e-09,0.2080061600248627,Startup_95,HealthTech,4,4236712037.57,21,Canada,2012,0,Low risk low return
162.48,2239262009.8849,0.3733068205595858,0.0162307313286776,1.6787616644694647,1.943699278251814e-07,0.1164678984551941,Startup_96,Fintech,3,835931781.31,23,Singapore,2017,0,Low risk low return
122.79,3432586808.6568,0.3234187807312632,0.0075213669937503,2.0919663902602026,1.1060537554434509e-07,0.0719061951223303,Startup_97,EdTech,7,1110163040.41,43,France,2012,0,Low risk low return
160.46,2610638765.1168003,0.3131288267082124,0.0078282206677053,2.1935737457089672,1.9628944842299325e-07,0.0798393436427241,Startup_98,SaaS,5,817466253.48,40,Brazil,2010,0,Low risk low return
59.69,2291586359.2945004,0.2360550675151238,0.00562035875036,3.236299650444619,1.1034483824248612e-07,0.1008642773915385,Startup_99,E-commerce,3,540940572.76,42,France,2001,0,Low risk low return
5.420000000000002,5174334068.1344,0.639320986857487,0.0163928458168586,0.5641595075978838,1.638422339869753e-09,0.0401066540409713,Startup_100,Blockchain,8,3308060362.77,39,Canada,2005,0,Low risk low return
14.620000000000005,866057139.4324503,0.2567955807924455,0.0285328423102717,2.8941480103127155,6.573751467262451e-08,0.4326831122569684,Startup_101,Fintech,3,222399646.12,9,UK,2005,0,Low risk low return
195.16,18845746993.929,0.2390210372977572,0.011381954157036,3.18373215724214,4.3325274825688995e-08,0.1992253408210543,Startup_102,EdTech,7,4504529995.14,21,Singapore,2018,0,Low risk low return
40.44,9085127518.3022,0.5258068356890508,0.0657258544611313,0.90183910159619,8.465524904698605e-09,0.2377298876995237,Startup_103,Blockchain,4,4777022152.23,8,Australia,2007,0,Low risk low return
92.03,11515638960.568,0.3695450097412656,0.0410605566379184,1.7060303173898708,2.1625892489521595e-08,0.3006700352655412,Startup_104,Biotech,1,4255546911.86,9,USA,2000,0,Low risk low return
109.49,16887114468.163,0.2401364129428519,0.0114350672829929,3.1642997317444794,2.6999827500920688e-08,0.1982999872259276,Startup_105,Fintech,10,4055211093.34,21,Australia,2009,0,Low risk low return
22.65000000000001,2849976436.5766,0.3587585625718976,0.0079724125015977,1.7873899171384746,2.215259775937785e-08,0.0619419981586327,Startup_106,E-commerce,5,1022453449.75,45,France,2023,0,Low risk low return
151.19,8231911404.889,0.2262891627591706,0.0090515665103668,3.4191245740930816,8.116309949112508e-08,0.1767649829637232,Startup_107,SaaS,7,1862792339.72,25,Germany,2013,0,Low risk low return
169.31,6641452650.3491,0.420593247568086,0.0175247186486702,1.3775940431333695,6.061180718073044e-08,0.0990664184638904,Startup_108,SaaS,3,2793350138.78,24,Germany,2012,0,Low risk low return
6.849999999999994,579122421.69487,0.3290367677568509,0.0156684175122309,2.0391740315750138,3.594808513088046e-08,0.1447225729321435,Startup_109,EdTech,1,190552569.77,21,Singapore,2015,0,Low risk low return
36.45,10240648046.878,0.4078045266659824,0.0110217439639454,1.4521552229337145,8.728066570277543e-09,0.0662744654846949,Startup_110,E-commerce,3,4176182629.51,37,Australia,2003,0,Low risk low return
98.27,1212955100.3723,0.2400414785103196,0.0092323645580892,3.1659466780738432,3.375125591447373e-07,0.1602287183874555,Startup_111,HealthTech,4,291159535.66,26,UK,2001,0,Low risk low return
14.819999999999991,13305043815.736,0.2974643929070794,0.0495773988178465,2.361746897593809,3.744526490278551e-09,0.5602911495989682,Startup_112,SaaS,6,3957776781.25,6,USA,2001,0,Low risk low return
87.1,7008812342.1533,0.5795162415651334,0.0170445953401509,0.7255771767487338,2.1444114174790288e-08,0.0507522699043745,Startup_113,Biotech,2,4061720586.36,34,Brazil,2018,0,Low risk low return
21.010000000000005,5342730965.9157,0.3694733302599812,0.0147789332103992,1.706555299394266,1.0643382046194306e-08,0.1082622119757706,Startup_114,Biotech,2,1973996602.66,25,Australia,2017,0,Low risk low return
135.34,5176553240.2185,0.2333421743420559,0.0097225905975856,3.285551905992362,1.1204493956533217e-07,0.1785646627496817,Startup_115,SaaS,6,1207908188.67,24,Germany,2018,0,Low risk low return
192.62,19654238527.671,0.2110516888700617,0.0175876407391718,3.738175777478239,4.643616271232911e-08,0.3948479814565199,Startup_116,HealthTech,10,4148060234.72,12,Singapore,2020,0,Low risk low return
10.75,631590080.9830599,0.4703009511132061,0.0174185537449335,1.1262980600676906,3.619072691919103e-08,0.078751780002507,Startup_117,HealthTech,5,297037415.8,27,Germany,2022,0,Low risk low return
166.15,14966432137.194,0.2129828611682483,0.1064914305841241,3.695213476402865,5.2123960604186846e-08,2.3476067382014323,Startup_118,EdTech,5,3187593538.06,2,France,2021,0,Low risk low return
107.44,10016527782.741,0.4890627081932258,0.0543403009103584,1.0447275640671134,2.1932303713258832e-08,0.2271919515630125,Startup_119,Biotech,9,4898710204.12,9,France,2004,0,Low risk low return
175.64,7540340367.7467,0.322853479265086,0.0403566849081357,2.097380279984308,7.21484503144539e-08,0.3871725349980385,Startup_120,AI,1,2434425122.57,8,USA,2003,0,Low risk low return
62.93,8713378948.1864,0.3708856051099026,0.0247257070073268,1.696249156673727,1.9472923241194935e-08,0.1797499437782484,Startup_121,Fintech,8,3231666823.75,15,Brazil,2014,0,Low risk low return
139.11,893681743.5278597,0.4025000547398855,0.0089444456608863,1.4844717118019948,3.8673147608950923e-07,0.0552104824844887,Startup_122,HealthTech,7,359706950.69,45,Australia,2007,0,Low risk low return
61.1,35333149.76319504,0.3427341915781969,0.0097924054736627,1.9177129815828244,5.045467623733025e-06,0.0833632280452235,Startup_123,EdTech,7,12109878.52,35,France,2001,0,Low risk low return
172.42,10666646232.548,0.380468742318134,0.1268229141060446,1.6283368087143324,4.248550319178178e-08,0.8761122695714442,Startup_124,AI,4,4058325476.85,3,China,2014,0,Low risk low return
100.65,3791331978.2543,0.2768048017555081,0.0115335334064795,2.612654092912971,9.59065670158261e-08,0.1505272538713738,Startup_125,Biotech,9,1049458896.63,24,Brazil,2004,0,Low risk low return
20.41,20389236539.749,0.2081152860063017,0.0173429405005251,3.805029073980276,4.80992229447865e-09,0.4004190894983563,Startup_126,E-commerce,6,4243311793.92,12,Canada,2014,0,Low risk low return
148.05,22577045559.212,0.2092741679299206,0.0058131713313866,3.778420623489799,3.1334709913760594e-08,0.1327339062080499,Startup_127,SaaS,9,4724792423.72,36,Canada,2014,0,Low risk low return
181.98,4709629475.22,0.2115590994243675,0.006044545697839,3.7268115752095095,1.826439160410692e-07,0.1350517592917002,Startup_128,Blockchain,1,996364970.4,35,Singapore,2010,0,Low risk low return
131.76,13831720869.292,0.2427124208697135,0.0173366014906938,3.120102285728481,3.9247804542730934e-08,0.2942930204091772,Startup_129,Blockchain,6,3357130456.98,14,Brazil,2011,0,Low risk low return
112.16,5820844542.5373,0.2552853994091146,0.0063821349852278,2.917184462231709,7.547898008153911e-08,0.0979296115557927,Startup_130,Biotech,10,1485976623.94,40,Germany,2017,0,Low risk low return
179.37,3375032748.5319,0.3219645154977166,0.0064392903099543,2.105932336841921,1.650683488928137e-07,0.0621186467368384,Startup_131,EdTech,9,1086640783.67,50,Brazil,2023,0,Low risk low return
75.42,2036188590.9963,0.3294284361458829,0.0106267237466413,2.035560656813377,1.1243653252415305e-07,0.0979213115101089,Startup_132,Blockchain,4,670778423.23,31,Singapore,2021,0,Low risk low return
121.76,9684369294.2972,0.2232920825761353,0.0171763140443181,3.478439129873906,5.630668677355712e-08,0.3444953176826081,Startup_133,AI,9,2162442988.16,13,USA,2011,0,Low risk low return
77.07,14101768667.144,0.2378367849193531,0.0079278928306451,3.2045640683340264,2.2979085843430706e-08,0.1401521356111342,Startup_134,Blockchain,1,3353919321.47,30,Germany,2008,0,Low risk low return
111.76,8112943643.7868,0.3490972492418348,0.0109092890388073,1.8645313080288888,3.946040217233408e-08,0.0895166033759027,Startup_135,EdTech,4,2832206309.3,32,Brazil,2010,0,Low risk low return
6.269999999999996,8955654521.8328,0.337369444832232,0.0146682367318361,1.9641095698434776,2.0752215215103155e-09,0.1288743291236294,Startup_136,EdTech,1,3021364194.14,23,Singapore,2017,0,Low risk low return
101.04,3284018974.7738,0.5927489702839125,0.0126116802188066,0.6870548075706044,5.190591743419357e-08,0.0358947831398001,Startup_137,Biotech,9,1946598865.69,47,China,2017,0,Low risk low return
35.28999999999999,6800634564.4589,0.2190931955433707,0.0081145627979026,3.564267719588052,2.368499678927804e-08,0.1690469525773352,Startup_138,Fintech,8,1489972758.45,27,China,2022,0,Low risk low return
98.03,12047108054.165,0.3100816685717789,0.0119262180219914,2.224956846388087,2.6242191755068174e-08,0.1240368017841571,Startup_139,SaaS,10,3735587366.9,26,Brazil,2016,0,Low risk low return
60.11,1848811352.6708,0.2802443980514957,0.0700610995128739,2.568313967925407,1.1601581324246045e-07,0.8920784919813517,Startup_140,Fintech,8,518119024.64,4,Australia,2023,0,Low risk low return
115.34,10472893197.385,0.2814581675573673,0.0703645418893418,2.5529258528132,3.9129060149854004e-08,0.8882314632033,Startup_141,SaaS,10,2947681328.36,4,UK,2022,0,Low risk low return
181.97,7797893013.343,0.2535985533292434,0.0133472922804865,2.943240159977229,9.201862742708213e-08,0.2075389557882752,Startup_142,HealthTech,5,1977534387.2,19,India,2005,0,Low risk low return
34.120000000000005,12197472011.325,0.3911093060218286,0.0195554653010914,1.5568299823174951,7.152222929117939e-09,0.1278414991158747,Startup_143,Fintech,3,4770544813.57,20,Singapore,2000,0,Low risk low return
